Data,Method,Measure,Value
Folk_Mobility_Data,c,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.09864463289120823), mean=0.039286490852048585, variance=0.0008803186365127292, skewness=0.363784371406117, kurtosis=-0.6678968579301388)"
Folk_Mobility_Data,d,variance in predictions,"DescribeResult(nobs=6899, minmax=(3.0600153119521295e-06, 0.08541758731307925), mean=0.006588418815208704, variance=6.602538395280811e-05, skewness=3.5373046150864833, kurtosis=17.732873400322372)"
Folk_Mobility_Data,d,ambiguity,0.176
Folk_Mobility_Data,d,discrepancy,0.122
Folk_Mobility_Data,d,disagreement,"DescribeResult(nobs=21, minmax=(0.0, 0.08356889178806987), mean=0.039308062139112365, variance=0.0009822892146592321, skewness=-0.10406826855503618, kurtosis=-1.6206463889553917)"
Community_Data,M,variance in predictions,"DescribeResult(nobs=399, minmax=(0.00040711558886375647, 0.04762493244237258), mean=0.005498733095913061, variance=5.201030764079486e-05, skewness=3.148009838849247, kurtosis=11.544899824113969)"
Community_Data,M,ambiguity,0.21
Community_Data,M,discrepancy,0.136
Community_Data,M,disagreement,"DescribeResult(nobs=55, minmax=(0.0, 0.09022556390977443), mean=0.03114604693552062, variance=0.0010184782818120548, skewness=0.6559516107829245, kurtosis=-1.1321890250356126)"
Community_Data,a,variance in predictions,"DescribeResult(nobs=399, minmax=(0.00037350054024197835, 0.023252050670631356), mean=0.003746595942953064, variance=1.1287059431201672e-05, skewness=2.2618260635381486, kurtosis=6.648573290286169)"
Community_Data,a,ambiguity,0.23
Community_Data,a,discrepancy,0.136
Community_Data,a,disagreement,"DescribeResult(nobs=5995, minmax=(0.0, 0.09147869674185463), mean=0.017808700232650014, variance=0.000372512456272207, skewness=1.2559857865646142, kurtosis=1.3487135578384688)"
Community_Data,b,variance in predictions,"DescribeResult(nobs=399, minmax=(2.0006745874403488e-05, 0.02260172642856907), mean=0.002708520762551799, variance=1.0016557815759689e-05, skewness=2.498162931676616, kurtosis=8.456736427239969)"
Community_Data,b,ambiguity,0.197
Community_Data,b,discrepancy,0.114
Community_Data,b,disagreement,"DescribeResult(nobs=1485, minmax=(0.0, 0.09147869674185463), mean=0.014159979072259774, variance=0.00030555810982844424, skewness=1.7638853727986978, kurtosis=3.7185753795369827)"
Community_Data,c,variance in predictions,"DescribeResult(nobs=399, minmax=(0.0002559406291880438, 0.03254906411439164), mean=0.0032737791405551392, variance=1.1674277845528511e-05, skewness=4.116639305376439, kurtosis=24.497800226843296)"
Community_Data,c,ambiguity,0.149
Community_Data,c,discrepancy,0.099
Community_Data,c,disagreement,"DescribeResult(nobs=55, minmax=(0.0, 0.03634085213032581), mean=0.010731373889268625, variance=0.00011904143285227574, skewness=0.5754237459224699, kurtosis=-0.879073073627056)"
Community_Data,d,variance in predictions,"DescribeResult(nobs=399, minmax=(0.00015370482276545107, 0.02484037109805194), mean=0.0026395402781724323, variance=7.815872175109914e-06, skewness=3.535128507430179, kurtosis=17.529374797372924)"
Community_Data,d,ambiguity,0.148
Community_Data,d,discrepancy,0.095
Community_Data,d,disagreement,"DescribeResult(nobs=45, minmax=(0.0, 0.02506265664160401), mean=0.008576998050682261, variance=9.992767544541713e-05, skewness=0.6462022660247428, kurtosis=-1.3731771565005613)"
Compas_Data,M,variance in predictions,"DescribeResult(nobs=1235, minmax=(0.0008259812578510716, 0.15733655182356174), mean=0.019927732455070776, variance=0.00044277519617857725, skewness=3.18797284012196, kurtosis=12.072350300381283)"
Compas_Data,M,ambiguity,0.408
Compas_Data,M,discrepancy,0.309
Compas_Data,M,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.3522267206477733), mean=0.13087044534412953, variance=0.009762909687797815, skewness=0.44164854612384263, kurtosis=-1.0630713263455491)"
Compas_Data,a,variance in predictions,"DescribeResult(nobs=1235, minmax=(0.0004449581714970263, 0.07818699227008455), mean=0.00917574273331049, variance=9.43993346510819e-05, skewness=2.8676248377622646, kurtosis=10.591155337594639)"
Compas_Data,a,ambiguity,0.368
Compas_Data,a,discrepancy,0.225
Compas_Data,a,disagreement,"DescribeResult(nobs=2556, minmax=(0.0, 0.2680161943319838), mean=0.06372003953545835, variance=0.002094585013223386, skewness=0.7661585333005938, kurtosis=0.6216063483348129)"
Compas_Data,b,variance in predictions,"DescribeResult(nobs=1235, minmax=(7.75270389100588e-05, 0.07705947568104139), mean=0.007283792257497762, variance=9.401734020041369e-05, skewness=2.693779505403856, kurtosis=9.604597781572018)"
Compas_Data,b,ambiguity,0.287
Compas_Data,b,discrepancy,0.189
Compas_Data,b,disagreement,"DescribeResult(nobs=630, minmax=(0.0, 0.18380566801619433), mean=0.051690122742754314, variance=0.0013318059783383606, skewness=0.48096677955807415, kurtosis=-0.4362783756151418)"
Compas_Data,c,variance in predictions,"DescribeResult(nobs=1235, minmax=(0.00017167234542206163, 0.058149989188001405), mean=0.008110542583929797, variance=6.31792786129004e-05, skewness=2.0457161163041104, kurtosis=5.715661652826485)"
Compas_Data,c,ambiguity,0.22
Compas_Data,c,discrepancy,0.154
Compas_Data,c,disagreement,"DescribeResult(nobs=36, minmax=(0.0024291497975708503, 0.1445344129554656), mean=0.06000899685110212, variance=0.001660964411443849, skewness=0.6703694220206731, kurtosis=-0.4925367032355208)"
Compas_Data,d,variance in predictions,"DescribeResult(nobs=1235, minmax=(8.850968483667246e-10, 0.0338779585743327), mean=0.0018677093923068352, variance=1.0198399104044827e-05, skewness=4.810752079791013, kurtosis=35.975039422154936)"
Compas_Data,d,ambiguity,0.075
Compas_Data,d,discrepancy,0.072
Compas_Data,d,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.018218623481781375), mean=0.006636784268363215, variance=5.74212703980443e-05, skewness=0.3752820088391982, kurtosis=-1.6202141848581353)"
Adult_Data,M,variance in predictions,"DescribeResult(nobs=6513, minmax=(0.0021039843082480006, 0.16342102384900198), mean=0.025126176687963103, variance=0.00020710315770006087, skewness=3.02328135333125, kurtosis=14.24206576682554)"
Adult_Data,M,ambiguity,0.467
Adult_Data,M,discrepancy,0.365
Adult_Data,M,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.40445297504798466), mean=0.14911708253358927, variance=0.016377934147225888, skewness=0.955395067515166, kurtosis=-0.464318680671175)"
Adult_Data,a,variance in predictions,"DescribeResult(nobs=6513, minmax=(1.3491242142753028e-05, 0.10518054152534195), mean=0.009020117845705137, variance=0.00010163006061825274, skewness=2.3694317736796346, kurtosis=9.235190705559429)"
Adult_Data,a,ambiguity,0.335
Adult_Data,a,discrepancy,0.185
Adult_Data,a,disagreement,"DescribeResult(nobs=2556, minmax=(0.0, 0.17351247600767755), mean=0.05918752008746873, variance=0.0017318029213108338, skewness=0.4248348683104659, kurtosis=-0.6545232219124753)"
Adult_Data,b,variance in predictions,"DescribeResult(nobs=6513, minmax=(1.4691682178203272e-05, 0.08869703790277512), mean=0.008069016066230866, variance=8.380476800568082e-05, skewness=2.163333129450351, kurtosis=7.63947975594979)"
Adult_Data,b,ambiguity,0.275
Adult_Data,b,discrepancy,0.151
Adult_Data,b,disagreement,"DescribeResult(nobs=630, minmax=(0.0, 0.17351247600767755), mean=0.0544270785729519, variance=0.0016903474391593246, skewness=0.3853805547783346, kurtosis=-0.8378700823521128)"
Adult_Data,c,variance in predictions,"DescribeResult(nobs=6513, minmax=(1.5215385350206174e-05, 0.12657385986352288), mean=0.009306498384275745, variance=0.00015856558070275904, skewness=3.0467801251680218, kurtosis=13.664833401206916)"
Adult_Data,c,ambiguity,0.233
Adult_Data,c,discrepancy,0.136
Adult_Data,c,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.11278310940499041), mean=0.05792066538707611, variance=0.0013182508379879444, skewness=-0.06177573655811817, kurtosis=-1.4665969877461862)"
Adult_Data,d,variance in predictions,"DescribeResult(nobs=6513, minmax=(4.0132972562129573e-10, 0.08812629657788504), mean=0.006982509653699249, variance=4.6755843896833966e-05, skewness=3.0093994871836838, kurtosis=14.61727493763593)"
Adult_Data,d,ambiguity,0.199
Adult_Data,d,discrepancy,0.131
Adult_Data,d,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.105489443378119), mean=0.0373320537428023, variance=0.0008459859567054132, skewness=0.4543558251039265, kurtosis=-0.5057999903751642)"
German_Data,M,variance in predictions,"DescribeResult(nobs=200, minmax=(0.00010903966991198575, 0.12685432341656697), mean=0.020648802841561745, variance=0.00048104555988087515, skewness=1.9897329082076176, kurtosis=4.5224725463394595)"
German_Data,M,ambiguity,0.362
German_Data,M,discrepancy,0.235
German_Data,M,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.2275), mean=0.12258928571428572, variance=0.004334482473544974, skewness=-0.30140838494507466, kurtosis=-1.1173621907359397)"
German_Data,a,variance in predictions,"DescribeResult(nobs=200, minmax=(9.714443319431456e-05, 0.04728594598896014), mean=0.010293663106815098, variance=5.9131733590192925e-05, skewness=1.4591864693694265, kurtosis=3.006243081372097)"
German_Data,a,ambiguity,0.375
German_Data,a,discrepancy,0.208
German_Data,a,disagreement,"DescribeResult(nobs=1540, minmax=(0.0, 0.225), mean=0.07281493506493507, variance=0.0021826736559412, skewness=0.41281297457125166, kurtosis=-0.19494176662318363)"
German_Data,b,variance in predictions,"DescribeResult(nobs=200, minmax=(8.823296460037481e-05, 0.035303742423474005), mean=0.008647218389818074, variance=4.9430777563620146e-05, skewness=1.3477645888770162, kurtosis=1.6682243602451123)"
German_Data,b,ambiguity,0.31
German_Data,b,discrepancy,0.183
German_Data,b,disagreement,"DescribeResult(nobs=378, minmax=(0.0, 0.16), mean=0.06114417989417989, variance=0.0018649174859304166, skewness=0.29687641076060534, kurtosis=-0.726602787755708)"
German_Data,c,variance in predictions,"DescribeResult(nobs=200, minmax=(6.035935526551824e-05, 0.10382136999089353), mean=0.012740653799025812, variance=0.0001998057045435784, skewness=2.7791626576867663, kurtosis=11.008550918988886)"
German_Data,c,ambiguity,0.274
German_Data,c,discrepancy,0.183
German_Data,c,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.17), mean=0.09321428571428572, variance=0.002342063492063492, skewness=-0.506886732070377, kurtosis=-0.8604285294931486)"
German_Data,d,variance in predictions,"DescribeResult(nobs=200, minmax=(5.231795929622861e-06, 0.04818339714602781), mean=0.007455100276640358, variance=9.088343651382364e-05, skewness=1.9117059219092791, kurtosis=3.3105889151042893)"
German_Data,d,ambiguity,0.175
German_Data,d,discrepancy,0.117
German_Data,d,disagreement,"DescribeResult(nobs=21, minmax=(0.0, 0.09), mean=0.05023809523809525, variance=0.0010211904761904765, skewness=-0.21169916132177877, kurtosis=-1.4885900435355979)"
Folk_Income_Data,M,variance in predictions,"DescribeResult(nobs=19785, minmax=(0.0017817079217861808, 0.14079055343224411), mean=0.024187894914080462, variance=0.00017858666929780685, skewness=2.6948444106850347, kurtosis=11.806523226815159)"
Folk_Income_Data,M,ambiguity,0.469
Folk_Income_Data,M,discrepancy,0.352
Folk_Income_Data,M,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.37604245640636846), mean=0.15164757251565442, variance=0.013478779540789302, skewness=0.6658831494256707, kurtosis=-0.7645146040620823)"
Folk_Income_Data,a,variance in predictions,"DescribeResult(nobs=19785, minmax=(0.0005341856852922588, 0.08540506406431625), mean=0.009558614646542618, variance=7.031958100880227e-05, skewness=2.205283885628022, kurtosis=8.240512039700764)"
Folk_Income_Data,a,ambiguity,0.381
Folk_Income_Data,a,discrepancy,0.213
Folk_Income_Data,a,disagreement,"DescribeResult(nobs=2556, minmax=(0.0, 0.1995451099317665), mean=0.06428590920470173, variance=0.002166473905807102, skewness=0.4499715183695789, kurtosis=-0.5464378493742559)"
Folk_Income_Data,b,variance in predictions,"DescribeResult(nobs=19785, minmax=(2.2625556972616558e-05, 0.080648654772239), mean=0.008261110831603387, variance=6.413367319803747e-05, skewness=2.184740868141425, kurtosis=7.5141119840593475)"
Folk_Income_Data,b,ambiguity,0.307
Folk_Income_Data,b,discrepancy,0.182
Folk_Income_Data,b,disagreement,"DescribeResult(nobs=630, minmax=(0.0, 0.19423805913570888), mean=0.05577365408297933, variance=0.0022599406682411167, skewness=0.5667888849296685, kurtosis=-0.5510010060226915)"
Folk_Income_Data,c,variance in predictions,"DescribeResult(nobs=19785, minmax=(0.00027278639290156443, 0.12722602555479195), mean=0.00961818703419663, variance=9.989960505477652e-05, skewness=2.7301961649982416, kurtosis=12.764573352051078)"
Folk_Income_Data,c,ambiguity,0.269
Folk_Income_Data,c,discrepancy,0.155
Folk_Income_Data,c,disagreement,"DescribeResult(nobs=36, minmax=(0.0, 0.12951731109426334), mean=0.06426234801898183, variance=0.001490661535320639, skewness=-0.06955986645409498, kurtosis=-1.109636429745241)"
Folk_Income_Data,d,variance in predictions,"DescribeResult(nobs=19785, minmax=(4.220320767105905e-13, 0.029699835575480376), mean=0.0029507212673106995, variance=1.77182926762018e-05, skewness=2.7375428329117666, kurtosis=8.767780991123178)"
Folk_Income_Data,d,ambiguity,0.103
Folk_Income_Data,d,discrepancy,0.091
Folk_Income_Data,d,disagreement,"DescribeResult(nobs=28, minmax=(0.0, 0.036972453879201415), mean=0.011044622549550524, variance=0.00024001151504568483, skewness=0.7707041772832104, kurtosis=-1.1997235342993473)"
Folk_Travel_Data,M,variance in predictions,"DescribeResult(nobs=17615, minmax=(3.970603675765659e-06, 0.1268004849132), mean=0.0052985522496924115, variance=7.842462994354106e-05, skewness=5.665927434695011, kurtosis=46.19454178761335)"
Folk_Travel_Data,M,ambiguity,0.149
Folk_Travel_Data,M,discrepancy,0.108
Folk_Travel_Data,M,disagreement,"DescribeResult(nobs=10, minmax=(0.0, 0.07317834738425728), mean=0.029143603281387494, variance=0.0005198682401183406, skewness=0.18004490799236023, kurtosis=-0.3681252283591121)"
Folk_Travel_Data,a,variance in predictions,"DescribeResult(nobs=17615, minmax=(3.3436662532763442e-06, 0.0743798748208925), mean=0.0036226133594817666, variance=2.324297874223841e-05, skewness=5.159610344490815, kurtosis=44.53332459166505)"
Folk_Travel_Data,a,ambiguity,0.146
Folk_Travel_Data,a,discrepancy,0.102
Folk_Travel_Data,a,disagreement,"DescribeResult(nobs=190, minmax=(0.0, 0.0656277498651679), mean=0.0171406332402581, variance=0.0002779210492853129, skewness=0.8119806473535078, kurtosis=0.118728329175255)"
Folk_Travel_Data,b,variance in predictions,"DescribeResult(nobs=17615, minmax=(2.490651591981637e-07, 0.07205932553150864), mean=0.003217835106500367, variance=1.6844680636786634e-05, skewness=2.921372255932878, kurtosis=15.970997977998678)"
Folk_Travel_Data,b,ambiguity,0.105
Folk_Travel_Data,b,discrepancy,0.086
Folk_Travel_Data,b,disagreement,"DescribeResult(nobs=45, minmax=(0.0, 0.0365040165772517), mean=0.014993960152778171, variance=0.00022332539166285907, skewness=0.26755542253110964, kurtosis=-1.5747654738323136)"
Folk_Travel_Data,c,variance in predictions,"DescribeResult(nobs=17615, minmax=(2.0968833629894647e-06, 0.06222869799616825), mean=0.00402634002141672, variance=2.400435092768983e-05, skewness=3.63211163122612, kurtosis=22.417063851315007)"
Folk_Travel_Data,c,ambiguity,0.134
Folk_Travel_Data,c,discrepancy,0.096
Folk_Travel_Data,c,disagreement,"DescribeResult(nobs=10, minmax=(0.0, 0.054756024865877544), mean=0.02024184620625053, variance=0.0003656550806039484, skewness=0.465794788010815, kurtosis=-1.0871786249855238)"
Folk_Travel_Data,d,variance in predictions,"DescribeResult(nobs=17615, minmax=(5.460540584118424e-11, 0.126850562001318), mean=0.0034903698193866845, variance=5.5522864013577604e-05, skewness=6.3636999535963445, kurtosis=61.1827862749723)"
Folk_Travel_Data,d,ambiguity,0.075
Folk_Travel_Data,d,discrepancy,0.075
Folk_Travel_Data,d,disagreement,"DescribeResult(nobs=6, minmax=(0.0, 0.027959919384597916), mean=0.01863994625639861, variance=0.00020846855786485716, skewness=-0.7071067811865478, kurtosis=-1.5)"
Folk_Mobility_Data,M,variance in predictions,"DescribeResult(nobs=6899, minmax=(0.0009093000068182925, 0.10893554252323472), mean=0.019431365652932353, variance=0.0001254743834260125, skewness=2.4401326526878133, kurtosis=10.146826868720446)"
Folk_Mobility_Data,M,ambiguity,0.419
Folk_Mobility_Data,M,discrepancy,0.289
Folk_Mobility_Data,M,disagreement,"DescribeResult(nobs=28, minmax=(7.247952453431905e-05, 0.3656592012756396), mean=0.14608765880781535, variance=0.015117221180449388, skewness=0.6111888192008149, kurtosis=-1.0725324455923413)"
Folk_Mobility_Data,a,variance in predictions,"DescribeResult(nobs=6899, minmax=(0.00010280027797833567, 0.06815348530811305), mean=0.007363585525436892, variance=3.673126021645274e-05, skewness=2.483404983649931, kurtosis=10.395529836759886)"
Folk_Mobility_Data,a,ambiguity,0.33
Folk_Mobility_Data,a,discrepancy,0.161
Folk_Mobility_Data,a,disagreement,"DescribeResult(nobs=1540, minmax=(0.0, 0.2069290425454809), mean=0.05033646501356873, variance=0.0016228800836540823, skewness=0.6111546093981535, kurtosis=-0.2753284463757124)"
Folk_Mobility_Data,b,variance in predictions,"DescribeResult(nobs=6899, minmax=(3.372601474116609e-05, 0.10728121229429327), mean=0.0060314185226623285, variance=4.5085529295248e-05, skewness=3.6934825363602184, kurtosis=24.159145053334438)"
